test,distance [m],V photodiode [V], Sitting status success [T/F],Present status success [T/F]
129,0.391379310344828,5,1,1
130,0.296379310344828,4.99022482893451,1,1
131,0.355862068965517,4.99511241446725,1,1
132,0.497586206896552,5,1,1
133,0.484310344827586,5,1,1
134,0.32948275862069,5,1,1
135,0.528275862068966,5,1,1
136,0.468793103448276,5,1,1
137,0.408448275862069,5,1,1
138,0.375344827586207,5,1,1
139,0.33551724137931,5,1,1
140,0.466896551724138,5,1,1
141,0.49,4.99511241446725,1,1
142,0.435689655172414,5,1,1
143,0.326206896551724,5,1,1
144,0.524827586206897,5,1,1
145,0.426379310344828,4.99022482893451,1,1
146,0.327758620689655,4.99022482893451,1,1
147,0.410172413793103,5,1,1
148,0.353275862068966,4.99511241446725,1,1
149,0.373620689655172,4.99511241446725,1,1
150,0.517241379310345,4.99511241446725,1,1
151,0.582586206896552,4.99511241446725,1,1
152,0.451724137931034,5,1,1
153,0.573793103448276,5,1,1
154,0.411896551724138,5,1,1
155,0.433793103448276,5,1,1
156,0.478965517241379,5,1,1
157,0.375344827586207,4.99022482893451,1,1
158,0.437413793103448,4.99511241446725,1,1
159,0.481551724137931,4.99511241446725,1,1
160,0.698793103448276,4.99511241446725,1,1
161,0.698793103448276,5,1,1
162,0.711551724137931,5,1,1
163,0.703103448275862,5,1,1
164,0.715862068965517,5,1,1
165,0.703103448275862,5,1,1
166,0.698965517241379,5,1,1
167,0.707413793103448,5,1,1
168,0.698965517241379,5,1,1
169,0.725172413793103,4.99511241446725,1,1
170,0.703103448275862,4.99511241446725,1,1
171,0.698965517241379,4.99511241446725,1,1
172,0.703103448275862,5,1,1
173,0.541724137931034,5,1,1
174,0.343103448275862,5,1,1
175,0.435862068965517,5,1,1
176,0.322758620689655,5,1,1
177,0.395,4.99511241446725,1,1
178,0.551724137931034,5,1,1
179,0.447413793103448,5,1,1
180,0.337241379310345,4.99511241446725,1,1
181,0.338965517241379,4.99511241446725,1,1
182,0.362758620689655,5,1,1
183,0.466379310344828,5,1,1
184,0.341379310344828,5,1,1
185,0.361896551724138,5,1,1
186,0.314310344827586,4.99511241446725,1,1
187,0.399137931034483,4.99511241446725,1,1
188,0.313620689655172,5,1,1
189,0.512068965517241,5,1,1
190,0.481551724137931,5,1,1
191,0.360172413793103,5,1,1
192,0.297241379310345,5,1,1
193,0.563103448275862,5,1,1
194,0.405172413793103,5,1,1
195,0.375344827586207,5,1,1
196,0.423965517241379,4.99022482893451,1,1
197,0.342241379310345,4.99511241446725,1,1
198,0.341379310344828,5,1,1
199,0.546034482758621,5,1,1
200,0.448275862068966,5,1,1
201,0.287931034482759,4.99511241446725,1,1
202,0.42551724137931,5,1,1
203,0.482241379310345,5,1,1
204,0.382241379310345,5,1,1
205,0.426206896551724,5,1,1
206,0.366896551724138,4.99511241446725,1,1
207,0.289655172413793,5,1,1
208,0.48051724137931,5,1,1
209,0.364137931034483,5,1,1
210,0.531551724137931,5,1,1
211,0.384827586206897,4.99511241446725,1,1
212,0.315344827586207,5,1,1
213,0.332931034482759,5,1,1
214,0.390689655172414,4.99511241446725,1,1
215,0.332241379310345,4.99511241446725,1,1
216,0.321896551724138,5,1,1
217,0.341379310344828,5,1,1
218,0.493275862068966,5,1,1
219,0.398448275862069,5,1,1
220,0.33551724137931,5,1,1
221,0.290344827586207,5,1,1
222,0.483103448275862,5,1,1
223,0.350689655172414,4.99022482893451,1,1
224,0.478275862068966,5,1,1
225,0.293793103448276,4.99022482893451,1,1
226,0.419655172413793,5,1,1
227,0.238793103448276,4.99511241446725,1,1
228,0.281206896551724,5,1,1
229,0.494137931034483,5,1,1
230,0.442241379310345,4.99022482893451,1,1
231,0.351551724137931,4.99022482893451,1,1
232,0.355862068965517,5,1,1
233,0.563793103448276,5,1,1
234,0.368620689655172,5,1,1
235,0.378793103448276,4.99511241446725,1,1
236,0.276724137931035,4.99511241446725,1,1
237,0.274310344827586,5,1,1
238,0.402413793103448,4.99511241446725,1,1
239,0.55448275862069,5,1,1
240,0.512068965517241,4.99511241446725,1,1
241,0.456896551724138,5,1,1
242,0.529827586206897,5,1,1
243,0.397586206896552,5,1,1
244,0.443275862068966,5,1,1
245,0.597931034482759,5,1,1
246,0.478275862068966,4.99511241446725,1,1
247,0.377068965517241,5,1,1
248,0.457758620689655,4.99511241446725,1,1
249,0.575862068965517,5,1,1
250,0.447413793103448,5,1,1
251,0.446551724137931,4.99511241446725,1,1
252,0.31,5,1,1
253,0.405172413793103,5,1,1
254,0.532413793103448,5,1,1
255,0.291551724137931,5,1,1
256,0.306551724137931,5,1,1
257,0.403448275862069,5,1,1
258,0.505172413793103,5,1,1
259,0.526551724137931,5,1,1
260,0.316724137931034,5,1,1
261,0.465344827586207,5,1,1
262,0.379655172413793,5,1,1
263,0.366034482758621,4.99511241446725,1,1
264,0.315172413793103,5,1,1
265,0.253275862068966,4.99511241446725,1,1
266,0.377241379310345,5,1,1
267,0.56448275862069,5,1,1
268,0.427413793103448,5,1,1
269,0.299137931034483,5,1,1
270,0.446724137931034,4.99511241446725,1,1
271,0.325344827586207,5,1,1
272,0.425344827586207,5,1,1
273,0.351551724137931,4.99511241446725,1,1
274,0.211551724137931,5,1,1
275,0.457758620689655,5,1,1
276,0.294655172413793,4.99511241446725,1,1
277,0.393275862068966,5,1,1
278,0.390689655172414,5,1,1
279,0.248103448275862,5,1,1
280,0.409310344827586,4.99022482893451,1,1
281,0.443448275862069,5,1,1
282,0.331206896551724,5,1,1
283,0.377068965517241,4.99511241446725,1,1
284,0.355862068965517,5,1,1
285,0.235344827586207,5,1,1
286,0.435689655172414,4.99511241446725,1,1
287,0.297241379310345,5,1,1
288,0.465344827586207,5,1,1
289,0.392241379310345,5,1,1
290,0.298103448275862,4.99511241446725,1,1
291,0.72,5,1,1
292,0.732758620689655,5,1,1
293,0.715862068965517,4.99511241446725,1,1
294,0.724310344827586,5,1,1
295,0.724310344827586,4.99511241446725,1,1
296,0.714655172413793,5,1,1
297,0.715862068965517,5,1,1
298,0.715862068965517,5,1,1
299,0.715862068965517,5,1,1
300,0.72,5,1,1
301,0.718965517241379,4.99511241446725,1,1
302,0.715689655172414,5,1,1
303,0.72,4.99511241446725,1,1
304,0.715689655172414,5,1,1
305,0.72,5,1,1
306,0.723275862068966,5,1,1
307,0.732931034482759,5,1,1
308,0.715689655172414,5,1,1
309,0.724310344827586,4.99511241446725,1,1
310,0.724310344827586,5,1,1
311,0.72,5,1,1
312,0.72,4.99511241446725,1,1
313,0.72,5,1,1
314,0.715689655172414,4.99511241446725,1,1
315,0.720172413793103,5,1,1
316,0.72,5,1,1
317,0.723275862068966,4.99511241446725,1,1
318,0.732931034482759,4.99511241446725,1,1
319,0.72,5,1,1
320,0.724310344827586,5,1,1
321,0.72,4.99511241446725,1,1
322,0.72,5,1,1
323,0.715862068965517,5,1,1
324,0.711379310344828,5,1,1
325,0.72,5,1,1
326,0.724310344827586,5,1,1
327,0.731896551724138,5,1,1
328,0.72,5,1,1
329,0.732931034482759,4.99511241446725,1,1
330,0.731896551724138,5,1,1
331,0.707413793103448,4.99511241446725,1,1
332,0.732931034482759,5,1,1
333,0.724310344827586,5,1,1
334,0.723275862068966,5,1,1
335,0.737931034482759,5,1,1
336,0.707413793103448,4.99511241446725,1,1
337,0.731724137931034,4.99511241446725,1,1
338,0.732931034482759,5,1,1
339,0.732931034482759,4.99511241446725,1,1
340,0.724310344827586,5,1,1
341,0.724310344827586,5,1,1
342,0.47551724137931,5,1,1
343,0.467931034482759,5,1,1
344,0.297241379310345,4.99022482893451,1,1
345,0.423965517241379,4.99511241446725,1,1
346,0.55948275862069,4.99511241446725,1,1
347,0.422931034482759,5,1,1
348,0.336379310344828,5,1,1
349,0.308275862068966,5,1,1
350,0.440862068965517,5,1,1
351,0.551206896551724,5,1,1
352,0.537586206896552,4.99511241446725,1,1
353,0.307413793103448,4.99511241446725,1,1
354,0.414310344827586,5,1,1
355,0.406896551724138,4.99511241446725,1,1
356,0.399310344827586,5,1,1
357,0.415344827586207,5,1,1
358,0.278448275862069,4.99511241446725,1,1
359,0.330344827586207,5,1,1
360,0.506896551724138,4.99511241446725,1,1
361,0.451724137931034,5,1,1
362,0.298275862068966,4.99511241446725,1,1
363,0.397413793103448,5,1,1
364,0.429827586206897,5,1,1
365,0.417931034482759,4.99511241446725,1,1
366,0.455344827586207,4.99511241446725,1,1
367,0.289827586206897,5,1,1
368,0.372068965517241,5,1,1
369,0.381379310344828,5,1,1
370,0.42051724137931,5,1,1
371,0.308275862068966,5,1,1
372,0.421379310344828,4.99511241446725,1,1
373,0.529137931034483,4.99511241446725,1,1
374,0.405,5,1,1
375,0.355862068965517,5,1,1
376,0.317586206896552,5,1,1
377,0.355862068965517,5,1,1
378,0.362758620689655,5,1,1
379,0.408275862068966,5,1,1
380,0.319310344827586,5,1,1
381,0.412586206896552,4.99511241446725,1,1
382,0.375344827586207,4.99511241446725,1,1
383,0.489827586206897,5,1,1
384,0.393793103448276,5,1,1
385,0.299655172413793,5,1,1
386,0.286206896551724,5,1,1
387,0.331206896551724,4.99511241446725,1,1
388,0.446034482758621,4.99022482893451,1,1
389,0.481379310344828,5,1,1
390,0.365344827586207,5,1,1
391,0.270172413793103,5,1,1
392,0.298103448275862,4.99511241446725,1,1
393,0.272586206896552,5,1,1
394,0.407586206896552,5,1,1
395,0.350862068965517,4.99511241446725,1,1
396,0.268275862068966,5,1,1
397,0.281034482758621,5,1,1
398,0.311034482758621,5,1,1
399,0.372758620689655,5,1,1
400,0.490862068965517,5,1,1
401,0.265,5,1,1
402,0.338103448275862,5,1,1
403,0.381379310344828,5,1,1
404,0.456724137931034,4.99511241446725,1,1
405,0.395862068965517,5,1,1
406,0.321896551724138,4.99511241446725,1,1
407,0.517241379310345,5,1,1
408,0.400172413793103,5,1,1
409,0.412931034482759,4.99511241446725,1,1
410,0.654655172413793,4.99022482893451,1,1
411,0.485689655172414,5,1,1
412,0.445862068965517,5,1,1
413,0.350862068965517,5,1,1
414,0.54448275862069,5,1,1
415,0.350862068965517,5,1,1
416,0.457931034482759,4.99511241446725,1,1
417,0.482586206896552,4.99511241446725,1,1
418,0.377068965517241,4.99511241446725,1,1
419,0.543620689655172,5,1,1
420,0.356724137931034,5,1,1
421,0.491034482758621,5,1,1
422,0.389655172413793,5,1,1
423,0.281379310344828,4.99511241446725,1,1
424,0.284655172413793,4.99022482893451,1,1
425,0.553620689655172,5,1,1
426,0.457758620689655,4.99511241446725,1,1
427,0.371206896551724,5,1,1
428,0.427931034482759,5,1,1
429,0.338965517241379,4.99511241446725,1,1
430,0.428103448275862,4.99511241446725,1,1
431,0.341379310344828,5,1,1
432,0.262413793103448,5,1,1
433,0.407586206896552,5,1,1
434,0.34051724137931,5,1,1
435,0.412068965517241,5,1,1
436,0.396724137931034,5,1,1
437,0.277931034482759,5,1,1
438,0.325344827586207,5,1,1
439,0.399827586206897,5,1,1
440,0.315,4.99511241446725,1,1
441,0.282758620689655,5,1,1
442,0.481551724137931,5,1,1
443,0.372931034482759,5,1,1
444,0.418620689655172,4.99511241446725,1,1
445,0.436379310344828,5,1,1
446,0.313620689655172,5,1,1
447,0.398275862068966,5,1,1
448,0.325172413793103,5,1,1
449,0.403448275862069,5,1,1
450,0.340689655172414,5,1,1
451,0.294827586206897,5,1,1
452,0.379655172413793,5,1,1
453,0.429827586206897,5,1,1
454,0.444137931034483,5,1,1
455,0.297413793103448,4.99511241446725,1,1
456,0.382241379310345,4.99511241446725,1,1
457,0.316206896551724,5,1,1
458,0.349827586206897,5,1,1
459,0.418793103448276,4.99511241446725,1,1
460,0.493275862068966,5,1,1
461,0.55448275862069,5,1,1
462,0.517931034482759,5,1,1
463,0.48,5,1,1
464,0.372758620689655,5,1,1
465,0.326206896551724,5,1,1
466,0.427931034482759,5,1,1
467,0.281896551724138,5,1,1
468,0.338793103448276,5,1,1
469,0.243965517241379,5,1,1
470,0.432241379310345,5,1,1
471,0.351724137931034,4.99022482893451,1,1
472,0.434655172413793,4.99511241446725,1,1
473,0.357586206896552,5,1,1
474,0.309137931034483,5,1,1
475,0.26,5,1,1
476,0.292931034482759,4.99511241446725,1,1
477,0.406724137931034,4.99022482893451,1,1
478,0.312586206896552,4.99511241446725,1,1
479,0.337931034482759,4.99511241446725,1,1
480,0.512068965517241,5,1,1
481,0.354137931034483,4.99511241446725,1,1
482,0.512241379310345,5,1,1
483,0.445862068965517,4.99511241446725,1,1
484,0.310862068965517,5,1,1
485,0.37448275862069,4.99511241446725,1,1
486,0.46448275862069,4.99511241446725,1,1
487,0.255689655172414,5,1,1
488,0.492413793103448,4.99511241446725,1,1
489,0.280344827586207,5,1,1
490,0.326896551724138,5,1,1
491,0.427241379310345,4.99511241446725,1,1
492,0.485862068965517,4.99511241446725,1,1
493,0.355862068965517,4.99511241446725,1,1
494,0.357586206896552,4.99511241446725,1,1
495,0.496724137931034,4.99511241446725,1,1
496,0.408620689655172,4.99511241446725,1,1
497,0.272758620689655,4.99511241446725,1,1
498,0.232586206896552,4.99511241446725,1,1
499,0.367758620689655,4.99511241446725,1,1
500,0.439827586206897,5,1,1
501,0.43551724137931,5,1,1
502,0.230344827586207,4.99511241446725,1,1
503,0.253275862068966,5,1,1
504,0.348275862068966,4.99022482893451,1,1
505,0.342241379310345,5,1,1
506,0.318448275862069,5,1,1
507,0.33551724137931,5,1,1
508,0.301379310344828,5,1,1
509,0.281724137931034,5,1,1
510,0.299137931034483,5,1,1
511,0.356724137931034,5,1,1
512,0.371206896551724,5,1,1
513,0.315862068965517,5,1,1
514,0.355862068965517,5,1,1
515,0.387241379310345,5,1,1
516,0.305689655172414,5,1,1
517,0.347241379310345,5,1,1
518,0.282758620689655,4.99511241446725,1,1
519,0.360172413793103,5,1,1
520,0.474655172413793,4.99511241446725,1,1
521,0.383793103448276,4.99511241446725,1,1
522,0.415344827586207,5,1,1
523,0.500344827586207,5,1,1
524,0.468103448275862,5,1,1
525,0.292068965517241,5,1,1
526,0.337241379310345,5,1,1
527,0.253793103448276,5,1,1
528,0.37448275862069,4.99511241446725,1,1
529,0.310172413793103,4.99511241446725,1,1
530,0.365172413793103,5,1,1
531,0.317586206896552,5,1,1
532,0.49,4.99022482893451,1,1
533,0.339655172413793,4.99511241446725,1,1
534,0.393103448275862,4.99511241446725,1,1
535,0.285344827586207,4.99511241446725,1,1
536,0.332068965517241,5,1,1
537,0.258275862068966,5,1,1
538,0.460172413793103,5,1,1
539,0.312586206896552,5,1,1
540,0.512068965517241,5,1,1
541,0.406896551724138,5,1,1
542,0.291206896551724,4.99511241446725,1,1
543,0.32948275862069,5,1,1
544,0.365862068965517,5,1,1
545,0.353275862068966,4.99511241446725,1,1
546,0.340689655172414,5,1,1
547,0.243793103448276,4.99511241446725,1,1
548,0.360689655172414,5,1,1
549,0.376379310344828,5,1,1
550,0.322758620689655,4.99511241446725,1,1
551,0.377931034482759,5,1,1
552,0.238793103448276,5,1,1
553,0.43551724137931,5,1,1
554,0.301551724137931,4.99511241446725,1,1
555,0.356379310344828,5,1,1
556,0.338103448275862,5,1,1
557,0.428965517241379,5,1,1
558,0.557758620689655,5,1,1
559,0.368620689655172,5,1,1
560,0.348965517241379,5,1,1
561,0.535862068965517,5,1,1
562,0.317586206896552,5,1,1
563,0.453448275862069,5,1,1
564,0.348103448275862,5,1,1
565,0.311896551724138,5,1,1
566,0.258275862068966,5,1,1
567,0.368620689655172,5,1,1
568,0.33551724137931,5,1,1
569,0.377931034482759,4.99511241446725,1,1
570,0.278620689655172,5,1,1
571,0.37448275862069,4.99511241446725,1,1
572,0.338965517241379,5,1,1
573,0.389655172413793,5,1,1
574,0.359310344827586,4.99511241446725,1,1
575,0.225,5,1,1
576,0.366206896551724,4.99511241446725,1,1
577,0.350862068965517,5,1,1
578,0.428793103448276,4.99511241446725,1,1
579,0.277068965517241,5,1,1
580,0.457586206896552,5,1,1
581,0.463620689655172,5,1,1
582,0.32948275862069,5,1,1
583,0.317586206896552,5,1,1
584,0.288103448275862,5,1,1
585,0.266034482758621,4.99511241446725,1,1
586,0.394137931034483,5,1,1
587,0.273448275862069,5,1,1
588,0.356724137931034,4.99511241446725,1,1
589,0.350689655172414,5,1,1
590,0.406034482758621,4.99511241446725,1,1
591,0.305862068965517,4.99022482893451,1,1
592,0.451896551724138,4.99511241446725,1,1
593,0.292931034482759,4.99511241446725,1,1
594,0.31,4.99511241446725,1,1
595,0.330344827586207,5,1,1
596,0.418448275862069,4.99511241446725,1,1
597,0.38051724137931,4.99511241446725,1,1
598,0.382241379310345,4.99511241446725,1,1
599,0.283793103448276,5,1,1
600,0.396724137931034,5,1,1
601,0.330344827586207,4.99511241446725,1,1
602,0.267413793103448,5,1,1
603,0.324655172413793,5,1,1
604,0.202241379310345,5,1,1
605,0.327931034482759,5,1,1
606,0.503448275862069,5,1,1
607,0.457758620689655,5,1,1
608,0.308275862068966,5,1,1
609,0.444827586206897,5,1,1
610,0.317586206896552,4.99511241446725,1,1
611,0.491724137931034,5,1,1
612,0.370344827586207,5,1,1
613,0.378620689655172,5,1,1
614,0.242068965517241,5,1,1
615,0.359310344827586,5,1,1
616,0.52051724137931,5,1,1
617,0.500344827586207,5,1,1
618,0.392241379310345,5,1,1
619,0.265689655172414,5,1,1
620,0.433103448275862,5,1,1
621,0.322758620689655,5,1,1
622,0.366896551724138,5,1,1
623,0.372931034482759,5,1,1
624,0.27,5,1,1
625,0.293275862068965,4.99511241446725,1,1
626,0.226896551724138,5,1,1
627,0.298103448275862,5,1,1
628,0.488275862068966,4.99511241446725,1,1
629,0.404310344827586,5,1,1
630,0.229310344827586,5,1,1
631,0.448275862068966,5,1,1
632,0.333103448275862,4.99511241446725,1,1
633,0.314310344827586,4.99511241446725,1,1
634,0.28551724137931,5,1,1
635,0.211379310344828,5,1,1
636,0.337931034482759,5,1,1
637,0.511206896551724,5,1,1
638,0.482241379310345,5,1,1
639,0.336379310344828,5,1,1
640,0.455172413793103,5,1,1
641,0.323620689655172,5,1,1
642,0.444137931034483,4.99511241446725,1,1
643,0.378793103448276,5,1,1
644,0.316724137931034,5,1,1
645,0.283793103448276,5,1,1
646,0.459310344827586,4.99511241446725,1,1
647,0.338965517241379,5,1,1
648,0.505172413793103,5,1,1
649,0.50948275862069,5,1,1
650,0.342241379310345,5,1,1
651,0.493275862068966,5,1,1
652,0.692931034482759,4.99511241446725,1,1
653,0.566551724137931,5,1,1
654,0.487413793103448,4.99022482893451,1,1
655,0.384827586206897,4.99511241446725,1,1
656,0.37551724137931,5,1,1
657,0.454310344827586,5,1,1
658,0.601896551724138,5,1,1
659,0.523103448275862,5,1,1
660,0.496724137931034,5,1,1
661,0.663965517241379,5,1,1
662,0.541034482758621,5,1,1
663,0.502758620689655,5,1,1
664,0.54,5,1,1
665,0.506896551724138,4.99511241446725,1,1
666,0.396551724137931,5,1,1
667,0.361896551724138,5,1,1
668,0.457931034482759,5,1,1
669,0.519655172413793,5,1,1
670,0.456206896551724,5,1,1
671,0.372758620689655,5,1,1
672,0.427931034482759,5,1,1
673,0.590862068965517,5,1,1
674,0.444827586206897,5,1,1
675,0.317586206896552,4.99511241446725,1,1
676,0.485689655172414,5,1,1
677,0.355862068965517,5,1,1
678,0.417068965517241,4.99511241446725,1,1
679,0.397586206896552,5,1,1
680,0.488448275862069,4.99511241446725,1,1
681,0.34051724137931,5,1,1
682,0.554655172413793,5,1,1
683,0.417586206896552,4.99511241446725,1,1
684,0.322586206896552,4.99511241446725,1,1
685,0.275172413793103,5,1,1
686,0.348275862068966,5,1,1
687,0.406034482758621,5,1,1
688,0.326034482758621,4.99511241446725,1,1
689,0.444137931034483,4.99511241446725,1,1
690,0.449137931034483,5,1,1
691,0.347413793103448,5,1,1
692,0.460172413793103,4.99022482893451,1,1
693,0.277068965517241,5,1,1
694,0.323620689655172,4.99022482893451,1,1
695,0.246206896551724,5,1,1
696,0.344827586206897,5,1,1
697,0.49948275862069,4.99022482893451,1,1
698,0.457931034482759,4.99511241446725,1,1
699,0.361724137931034,4.99511241446725,1,1
700,0.281034482758621,4.99511241446725,1,1
701,0.357586206896552,4.99511241446725,1,1
702,0.432931034482759,5,1,1
703,0.348965517241379,5,1,1
704,0.237758620689655,5,1,1
705,0.355,4.99022482893451,1,1
706,0.517241379310345,4.99511241446725,1,1
707,0.437413793103448,4.99022482893451,1,1
708,0.365172413793103,5,1,1
709,0.296379310344828,4.99511241446725,1,1
710,0.399137931034483,5,1,1
711,0.347413793103448,4.99511241446725,1,1
712,0.321896551724138,4.99511241446725,1,1
713,0.360172413793103,4.99511241446725,1,1
714,0.249655172413793,5,1,1
715,0.330344827586207,5,1,1
716,0.264310344827586,5,1,1
717,0.486551724137931,5,1,1
718,0.263103448275862,5,1,1
719,0.318448275862069,5,1,1
720,0.348103448275862,5,1,1
721,0.341379310344828,5,1,1
722,0.255,4.99511241446725,1,1
723,0.327241379310345,4.99511241446725,1,1
724,0.234655172413793,5,1,1
725,0.407758620689655,5,1,1
726,0.291206896551724,5,1,1
727,0.322068965517241,4.99511241446725,1,1
728,0.320172413793103,5,1,1
729,0.427931034482759,4.99022482893451,1,1
730,0.303103448275862,5,1,1
731,0.377068965517241,4.99511241446725,1,1
732,0.496724137931034,5,1,1
733,0.412758620689655,5,1,1
734,0.35,5,1,1
735,0.360172413793103,4.99511241446725,1,1
736,0.255862068965517,5,1,1
737,0.365172413793103,4.99511241446725,1,1
738,0.483275862068966,5,1,1
739,0.38051724137931,5,1,1
740,0.339827586206897,5,1,1
741,0.484827586206897,5,1,1
742,0.371206896551724,5,1,1
743,0.358275862068966,5,1,1
744,0.31948275862069,4.99022482893451,1,1
745,0.29551724137931,4.99511241446725,1,1
746,0.402758620689655,4.99511241446725,1,1
747,0.362758620689655,5,1,1
748,0.438103448275862,5,1,1
749,0.372931034482759,4.99022482893451,1,1
750,0.363448275862069,4.99511241446725,1,1
751,0.342241379310345,5,1,1
752,0.348103448275862,5,1,1
753,0.411896551724138,5,1,1
754,0.421896551724138,4.99511241446725,1,1
755,0.349137931034483,5,1,1
756,0.567931034482759,5,1,1
757,0.41448275862069,5,1,1
758,0.529827586206897,4.99511241446725,1,1
759,0.523103448275862,4.99511241446725,1,1
760,0.608965517241379,5,1,1
761,0.404310344827586,5,1,1
762,0.564655172413793,5,1,1
763,0.4,5,1,1
764,0.343965517241379,5,1,1
765,0.253275862068966,5,1,1
766,0.315862068965517,4.99022482893451,1,1
767,0.400689655172414,5,1,1
768,0.400862068965517,5,1,1
769,0.308275862068966,4.99511241446725,1,1
770,0.250689655172414,5,1,1
771,0.29551724137931,5,1,1
772,0.160689655172414,4.99511241446725,1,1
773,0.0953448275862069,4.99511241446725,1,1
774,0.128275862068966,5,1,1
775,0.312758620689655,4.99511241446725,1,1
776,0.343965517241379,5,1,1
777,0.411034482758621,5,1,1
778,0.333793103448276,5,1,1
779,0.550172413793103,5,1,1
780,0.314310344827586,5,1,1
781,0.438275862068966,5,1,1
782,0.380344827586207,4.99511241446725,1,1
783,0.340689655172414,4.99022482893451,1,1
784,0.296379310344828,5,1,1
785,0.467931034482759,5,1,1
786,0.340689655172414,5,1,1
